Identifier,C1,C2,C3,C4,T1,T2,T3,T4
ENSRNOG00000058041,0,0,0,0,0,0,0,0
ENSRNOG00000051377,16.43950095,16.73367387,15.00578952,13.96225005,18.20565664,19.40348034,22.34264697,20.58158044
ENSRNOG00000059310,0,0,0,0,0,0,0,0
ENSRNOG00000017963,13.37993884,9.671850391,7.669627256,10.22380603,14.98871741,9.70781515,11.91834674,13.90126596
ENSRNOG00000049259,7.506334351,5.887893379,4.388195084,3.112909571,7.777469327,7.678898646,8.736138536,8.564938943
ENSRNOG00000016462,12.67608155,8.064783697,6.176377102,4.697290871,14.70014071,11.51172487,13.20817864,12.87913041
ENSRNOG00000056694,7.635014368,4.070077753,6.57190864,5.39439229,7.014500134,6.776264898,11.05801002,6.525667766
ENSRNOG00000049256,0,0,0,0,0,0,0,0
ENSRNOG00000046712,0,0,0,0,0,0,1.162641241,0
ENSRNOG00000054816,0,0,0.991451735,1.698384379,0,0,0,0
ENSRNOG00000049881,0.625007673,0.137502627,0,0.499187301,1.105889661,0,0.280186065,0
ENSRNOG00000047145,14.66769925,14.02667461,12.68475013,11.02212369,14.23231911,12.06757095,14.90073921,17.08606746
ENSRNOG00000046353,3.869569418,4.66194165,3.321955812,2.501902885,4.075489786,4.625024584,2.891162979,7.916596951
ENSRNOG00000054466,0.0428246,0.169586573,0.159733891,0.171017872,0.454643527,0.156032415,0.115187604,0.618578924
ENSRNOG00000057057,0.208257716,0.183268041,0.226564393,0.415833324,0.230307228,0.168620396,0.140040465,0.192831646
ENSRNOG00000053328,0.442589166,0.292110844,0.825419147,0.058915248,0.978897547,0.447939949,0.694432448,1.557261626
ENSRNOG00000023081,0,0,0,0,0,0,0,0
ENSRNOG00000016368,5.476601531,3.680702084,3.051666963,2.187053097,8.109724433,5.556331212,4.401247671,5.565664295
ENSRNOG00000016286,0.080540823,0.239207878,0,0.06432714,0.160322707,0,0.054158734,0.134235003
ENSRNOG00000053056,0,0,0,0,0,0,0,0
ENSRNOG00000016011,18.33055586,9.478628505,8.8573044,3.823450978,40.22768726,38.1776005,38.91401742,28.96873879
ENSRNOG00000019582,6.713392542,4.316418828,3.441935949,2.492995389,14.00457914,12.0045507,13.09325839,9.386108772
ENSRNOG00000055235,0,0,0,0,0,0,0,0
ENSRNOG00000019549,25.49431815,14.09300712,10.52512763,6.469661363,62.74618878,51.16745494,61.96530203,49.24482424
ENSRNOG00000019544,4.392182666,3.073959298,2.941180432,2.260182654,6.298073336,6.909580767,8.166646981,5.928313379
ENSRNOG00000019501,6.587342657,5.511138382,6.531946558,3.371642209,11.57357344,10.47936864,11.10514798,9.844954893
ENSRNOG00000019489,6.349337707,3.697580732,5.137067719,3.902798155,8.301986615,9.676949801,8.832083207,10.51308791
ENSRNOG00000054876,0,0,0,0,0,0,0,0
ENSRNOG00000024280,2.356478586,0.888735134,0.76734275,0.119498133,3.325718321,2.453109709,2.062477607,1.620861878
ENSRNOG00000019358,0.76003833,0.344255006,0.152862786,0.380884655,1.067939846,1.031669136,1.082284693,0.877606117
ENSRNOG00000057689,0,0,0.140026463,0,0,0,0,0
ENSRNOG00000055223,0,0,0,0,0,0,0,0
ENSRNOG00000055166,0.403347975,0,0.376117591,0,1.07052691,0,0.723271004,0
ENSRNOG00000018960,10.18441773,3.936913385,2.997775323,2.211577297,24.20162053,21.45519852,20.66762115,16.97406716
ENSRNOG00000052241,0,0,0,0,0,0,0,0
ENSRNOG00000018858,1.318546889,0,0,0.486050793,1.345984127,0.615917429,0.818438242,0.563482825
ENSRNOG00000053113,0.606849062,0,0,0.415443602,0.575228455,0.631733866,0.699546089,0.577952768
ENSRNOG00000018808,1.051149268,0.726799599,1.586966575,0.879520482,2.258456482,2.553257707,2.827332108,2.892057305
ENSRNOG00000054156,0,0,0,0.32607695,0.154796661,0,0,0
ENSRNOG00000024077,2.926931733,1.798561364,2.635217049,3.345344681,2.076031818,4.290252993,6.651094408,3.027867122
ENSRNOG00000018773,7.418258012,7.144285418,7.552720292,6.831758114,7.132173827,9.745003228,9.365826819,6.055734244
ENSRNOG00000059321,0,0,0,0,0,0,0,0
ENSRNOG00000055161,0,0,0,0,0,0,0,0
ENSRNOG00000018690,27.00113341,20.88077179,22.89561796,19.43267708,39.37570243,34.4597652,34.21820062,36.80107687
ENSRNOG00000033265,0,0,0,0,0,0,0,0
ENSRNOG00000059050,0,0,0,0,0,0,0,0
ENSRNOG00000059359,0,0,0,0,0,0,0,0
ENSRNOG00000060413,0,0,0,0,0,0,0,0
ENSRNOG00000018191,0.959917445,0.575954399,0.439418891,0.376368387,3.474162802,2.416441633,2.511524446,2.385254694
ENSRNOG00000060991,0,0,0,0,0,0,0,0
ENSRNOG00000059866,2.047995623,0.788483698,2.068878066,0.817856684,1.585380565,0.414551067,0.688575347,0.758518578
ENSRNOG00000018163,3.233878752,1.933018458,0.682767553,0.877199847,3.319857418,4.742726716,4.34916786,2.508464967
ENSRNOG00000018052,9.419175689,5.592371848,4.354103962,2.52374154,16.05200286,14.10402669,14.10221089,11.69572602
ENSRNOG00000060056,0,0,0,0,0,0,0,0
ENSRNOG00000016919,13.8398062,8.66752454,7.896578074,3.939030355,28.66537304,24.53955557,25.47695583,21.40969238
ENSRNOG00000057561,0.146827199,0.193813226,0,0.46907759,0,1.069936563,0,0
ENSRNOG00000016728,1.664259637,0.669512447,0.990262536,0.557009544,2.944743888,2.483257495,3.02693129,1.232787648
ENSRNOG00000056223,14.70680516,11.63246197,14.53024123,8.99607953,17.73540018,15.59339722,21.81951189,18.48081463
ENSRNOG00000023531,0,0,0.130691365,0,0,0,0.376977614,0.155726163
ENSRNOG00000016490,0,0.035765182,0,0,0,0,0,0.060210467
ENSRNOG00000059546,0,0.155346479,0,0,0,0,0,0
ENSRNOG00000054504,0,0,0.915671984,0,0,0,0,0
ENSRNOG00000053507,0,0,0,0,0,0,0,0
ENSRNOG00000053052,0,0.061699006,0,0.261322912,0,0,0,0.467414556
ENSRNOG00000017030,10.2344618,4.773891547,4.096209218,2.718597373,21.97481394,20.5022404,21.12555557,15.58810369
ENSRNOG00000016973,33.75041435,30.60808473,32.28783156,34.34408628,29.52725394,34.91752431,35.63966744,39.86168881
ENSRNOG00000029049,10.26771773,5.848971995,4.986736921,3.58781596,16.26172933,17.70326156,17.7952862,15.27937572
ENSRNOG00000058103,0,0,0,0.068280703,0,0,0,0.142485121
ENSRNOG00000046874,7.37102203,3.939890081,4.404783043,3.897134526,11.09054665,11.97824603,13.54326985,10.90083138
ENSRNOG00000017114,16.89733242,7.104526491,6.798609283,2.600889827,27.10521932,27.04765312,29.29410244,22.79516705
ENSRNOG00000017889,3.739938098,3.653196474,0.790489011,1.832057759,10.45557567,7.14636874,8.852369209,4.487935662
ENSRNOG00000018007,24.42477116,25.7115788,24.65210292,21.69519284,23.80903595,29.9355967,25.78253545,32.35528596
ENSRNOG00000018012,37.4007172,13.6813749,10.06723004,4.384683689,65.47029229,65.76032294,60.32464926,50.87961347
ENSRNOG00000045491,0,0,0,0,0,0,0,0
ENSRNOG00000018158,10.12822574,6.421239174,6.094700873,2.829266534,22.11421428,20.54174323,19.79437474,18.34948084
ENSRNOG00000018207,103.6672535,85.00265267,104.2411538,105.8030565,79.6468105,98.01147279,90.10230389,78.10660369
ENSRNOG00000018321,0.502723563,0.442399756,0.820372427,0.568820312,0.16678499,0.407041084,0.450734104,0.186194325
ENSRNOG00000018524,15.37510413,7.37822152,10.86233715,6.402575642,31.33254207,33.2390245,41.98693464,20.98033114
ENSRNOG00000058299,0,0,0,0,0,0,0,0
ENSRNOG00000018762,1.826681779,1.038171232,1.372151797,0.932108377,1.7507392,2.649897741,1.978977383,2.255167686
ENSRNOG00000018915,1.955308558,2.839127408,1.542795626,0.504544433,3.033913879,2.667012603,3.479227544,3.008173677
ENSRNOG00000058258,0,0,0,0,0,0,0,0
ENSRNOG00000030210,7.85746572,2.612331997,2.911662772,2.072378847,21.36032014,9.204676119,14.58921291,6.482749349
ENSRNOG00000054760,0,0,0,0,0,0,0,0
ENSRNOG00000058069,0,0,0,0,0,0,0,0
ENSRNOG00000019048,99.22686046,59.48271656,64.18003969,52.21358821,144.293674,128.8435969,132.5433557,132.8707251
ENSRNOG00000019091,28.00493097,18.94691368,20.5476098,17.50582431,28.11569652,31.91531747,30.61854879,30.10870026
ENSRNOG00000019189,19.61458948,14.20142213,13.85507674,7.561636426,49.59443961,38.29136337,34.35997727,39.86345725
ENSRNOG00000013975,2.460621342,1.503723308,2.336993374,1.164606431,4.716646642,3.431175874,4.718719794,4.252935199
ENSRNOG00000014160,56.66577201,33.81698668,36.25563029,26.04824115,80.76213,82.38154208,84.51780561,73.89711634
ENSRNOG00000058152,0,0,0,0,0,0,0,0
ENSRNOG00000051969,17.55496004,30.30276868,18.88824107,69.02630819,1.792025582,10.66031685,9.080482683,19.50555438
ENSRNOG00000014582,46.59316461,46.96740519,48.55910273,52.22397173,32.34463951,30.43375112,41.33589461,48.61622486
ENSRNOG00000023140,0.084980373,0.028043714,0,0,0.451093256,0.361232602,0.285720287,0.236057114
ENSRNOG00000014965,0.068876497,0.045458798,0.321132915,0.220043844,0.36561058,0.418255172,0.741043114,0.459177665
ENSRNOG00000014971,0.139029763,0.152933783,0.172858318,0.259097216,0,0.168852714,0,0
ENSRNOG00000014997,10.76916601,3.981144679,4.682400766,2.572800099,23.86063605,18.79420832,26.34724734,12.28157855
ENSRNOG00000051780,0,0,0,0,0,0,0,0
ENSRNOG00000056441,0,0,0,0,0,0,0,0
ENSRNOG00000016337,0.097575038,0,0.272962978,0.155864389,0,0,0.131226385,0.054208474
ENSRNOG00000016625,0.996421569,0.465830264,0.116144032,0.563714205,1.542686295,0.756351026,2.065932079,2.214275059
ENSRNOG00000053944,0,0.038372826,0,0,0,0,0,0
ENSRNOG00000022946,0.477630649,0.087566217,0.049487264,0.317898969,0.563413665,0,0.535295236,0.353801264
ENSRNOG00000017223,0.055908816,0.184500351,0.417074891,0.223269025,0.296775467,0.645066015,0.225571374,0.434847308
ENSRNOG00000017412,0.519669301,3.54416883,2.745987107,2.628679193,2.758511289,2.524569418,3.494455414,2.502116994
ENSRNOG00000017419,7.697024968,3.973744552,3.317550035,1.721310056,17.75026522,16.09949848,15.84937134,13.68363026
ENSRNOG00000059864,0,0,0,0,0,0,0,0
ENSRNOG00000055981,0,0,0,0,0,0,0,0
ENSRNOG00000017731,74.87501061,41.96871453,48.09930798,32.37512154,137.3490843,142.9081936,121.8189656,117.4010322
ENSRNOG00000054620,2.767127989,0,0.737233341,0.315725301,0.524588685,3.840797918,3.721445681,2.19613819
ENSRNOG00000055141,1.250015346,0.330006304,0,0.39934984,0.331766898,0,0,0
ENSRNOG00000055547,5.832583921,2.405957293,3.229299935,1.310182235,6.409801846,6.862351748,6.495899976,3.037810857
ENSRNOG00000044833,0,0,0,0,0,0,0,0
ENSRNOG00000048297,349.7501757,201.1818666,195.8007634,93.35143469,522.0856658,522.3581613,493.4620312,496.1814689
ENSRNOG00000060475,5.395899578,7.122636068,4.312815045,4.720093253,10.22947936,10.29813942,8.293507517,6.280955225
ENSRNOG00000017367,0,0,0.056229662,0.28896892,0,0,0,0.067000826
ENSRNOG00000049044,0,0,0,0,0,0,0,0
ENSRNOG00000011243,0.601959668,0,0.046776736,0.200324622,0.13313856,0.182771159,0,0
ENSRNOG00000011310,2.919471058,0.878920445,1.289546027,0.777250659,6.253236553,4.789832287,4.994014078,6.80073225
ENSRNOG00000012229,0.140579233,0,0.218481005,0,0.12437057,0,0,0.104132996
ENSRNOG00000024172,0.501361169,0.413625788,0.058439228,0.150162034,0.582165492,0.837247107,0.421418065,0.34816825
ENSRNOG00000024149,6.885197797,2.897789986,3.8150036,1.195464733,6.753442685,10.17997895,8.588745649,7.650236726
ENSRNOG00000024140,40.26949734,32.96642445,46.66184886,44.85293988,43.50305734,50.57113784,47.64877961,52.15058578
ENSRNOG00000012415,238.1722153,240.7709663,244.7971284,276.6542064,197.8696593,203.0773295,191.8514984,223.3628172
ENSRNOG00000012964,0,0.4287301,0.302866225,0.207527305,0,0.078892794,0,0.144352904
ENSRNOG00000055093,12.7109618,11.84034175,11.44875949,7.683306347,14.75958609,16.03401186,14.41391922,16.24182051
ENSRNOG00000013190,214.3528425,156.3631137,241.4448524,202.0002484,175.6880709,199.7530932,253.0044698,215.5328939
ENSRNOG00000057484,0,0,0.243661867,0,0.346762012,0.63470813,0.35141981,0
ENSRNOG00000052521,0,0,0,0,0,0,0,0
ENSRNOG00000013194,11.05693708,4.367262823,3.101134614,1.410231877,21.2703407,18.73776968,19.91917298,15.80926462
ENSRNOG00000060227,0,0,0,0,0,0,0,0
ENSRNOG00000039255,2.50523909,1.462684193,1.797006269,0.461748253,1.790158888,2.457510543,3.498823484,1.605926052
ENSRNOG00000013374,0,0.028212184,0.039859658,0,0,0,0,0
ENSRNOG00000033901,0.111514329,0.331199817,0,0,0.073992617,0,0,0.123905084
ENSRNOG00000047027,0,0,0,0,0,0.327770501,0.272215783,0
ENSRNOG00000053284,0,0,0,0,0,0,0,0
ENSRNOG00000023753,11.32134598,6.462080584,5.789339993,3.0557508,22.89372482,17.84736258,23.34156938,15.51640377
ENSRNOG00000051938,0.342469958,0.678095146,0,0.273527288,0.863502886,1.03983098,0.782985715,0.60883683
ENSRNOG00000058564,0,0,0,0,0,0,0,0
ENSRNOG00000056439,0,0,0,0,0,0,0,0
ENSRNOG00000054756,0,0,0,0,0,0,0,0
ENSRNOG00000052956,0,0,0,0,0,0,0,0
ENSRNOG00000059551,0.146439793,0.193301846,0.59173188,0.740746538,0,0,0,0.216948322
ENSRNOG00000051553,0.885178331,0.073027711,0,0.265118614,0.146834632,1.343819846,0.595227812,0
ENSRNOG00000059913,0,0,0.09489142,0.08127582,0,0,0.13685656,0
ENSRNOG00000055136,0,0.10226326,0,0.618758128,0,0,0,0
ENSRNOG00000053004,0,0,1.078203761,0.307832169,0,0,0,0
ENSRNOG00000061719,0,0.278772449,0,0,0,0,0,0
ENSRNOG00000060438,3.087571965,1.455579578,2.467823323,0.704574991,4.264605837,2.984598246,2.118573105,2.59048562
ENSRNOG00000055577,0,0,0,0,0,0,0,0
ENSRNOG00000046250,0,0,0,0,0,0,0,0
ENSRNOG00000052093,0.305452292,0.201599889,0.759549155,0.691224683,0,0.123658051,0,0.226261458
ENSRNOG00000054056,0.177715919,0.254135499,0.635252937,0.473133016,0.157225427,0,0.11950299,0.296193854
ENSRNOG00000030145,0.25177228,2.392860084,2.629478961,3.659801069,0.334114731,0.18346762,0.406323177,2.23798078
ENSRNOG00000055830,0,0,0,0,0,0,0.67487855,0
ENSRNOG00000052700,0,0,0.083500775,0.286078298,0,0,0,0
ENSRNOG00000059261,0,0,0.179700627,0,0,0,0,0
ENSRNOG00000057320,0,0,0,0,0,0,0,0
ENSRNOG00000054834,0.123061378,0.595621135,1.224036199,1.244979769,0,0.249098313,0.055167456,1.321773283
ENSRNOG00000013671,0,0,0,0.085213057,0,0,0,0
ENSRNOG00000022921,2.523297987,0.901268822,1.771631341,0.829842817,5.633436003,4.290390678,5.190096168,3.562310934
ENSRNOG00000014166,13.96859085,3.67990358,5.752263735,4.642649957,28.33687133,12.67869681,14.79748937,11.79704319
ENSRNOG00000061057,0,0,0,0,0,0,0.394303052,0
ENSRNOG00000010529,16.86702116,7.726155422,8.26029893,4.913585765,48.21201125,34.54954194,57.19684679,21.8355681
ENSRNOG00000058989,0,0,0,0,0,0,0,0
ENSRNOG00000061383,0,0,0,0,0,0,0,0
ENSRNOG00000015609,1.550839857,1.343424197,1.174989778,1.083810081,2.486803226,3.374616543,2.389851101,4.128402285
ENSRNOG00000059948,1.185911995,0,4.423400046,3.788703615,0,0,1.594905292,1.317682914
ENSRNOG00000055517,0,0,0,0,0,0,0,0
ENSRNOG00000053938,0,0,0,0,0,0,0,0
ENSRNOG00000058803,0,0.78270726,1.105850012,1.894351807,0,0,0,0
ENSRNOG00000060933,0,0,0,0,0,0,0,0
ENSRNOG00000051787,0,0,0,0,0,0,0,0
ENSRNOG00000015597,13.26651433,10.27141372,10.9434708,9.577000804,16.10598878,15.9352254,16.95953665,20.08609795
ENSRNOG00000061312,26.44497186,14.66861964,16.89448229,11.86389672,31.88312181,28.90585915,27.09010667,25.38222782
ENSRNOG00000015293,0,0.164780476,0,0.099702727,0.33131917,0,0,0.277406929
ENSRNOG00000015230,6.62992921,4.525638739,4.869648799,1.233142119,7.231443437,6.618164306,7.267506587,8.022534856
ENSRNOG00000059984,1.333304375,0.963004527,0.68029174,0.180831516,3.238268691,2.719215986,3.01110485,2.124347108
ENSRNOG00000058790,13.63391182,6.430986179,8.126857303,4.570803572,34.24993494,32.29927784,32.97448955,26.3078351
ENSRNOG00000001488,197.2144998,178.9233619,223.9594779,217.90367,187.3488917,179.2444287,199.9993316,209.6966512
ENSRNOG00000001489,8.719978505,6.114926673,8.36228734,7.122843968,9.730881278,11.9744641,12.12708919,12.33131006
ENSRNOG00000001490,10.68575729,16.47412424,16.9622179,15.17987202,14.07229965,14.06768444,18.97852911,15.58909522
ENSRNOG00000021493,0.511432744,0.562579859,0.95381092,0.680793591,0.904929984,1.118050186,1.100502288,0.871331791
ENSRNOG00000056729,0.274891933,0,0,0,0.547193547,0,0.184847864,0
ENSRNOG00000014434,11.18518062,5.857007293,6.838440911,2.719423422,15.78379361,14.95042104,17.61196217,12.0856367
ENSRNOG00000048190,16.2988271,7.31123807,7.961107864,3.662991481,26.03016259,25.5364722,32.4528555,18.58023368
ENSRNOG00000052286,0,0,0,0,0,0,0,0
ENSRNOG00000061593,0,0.872159519,0,8.443396627,0,0,0,0
ENSRNOG00000057242,0,0,0,0,0,0,0,0
ENSRNOG00000012692,9.181784006,5.975460414,7.048645088,5.048106478,14.56496507,12.44801541,12.63553777,13.28633188
ENSRNOG00000012988,11.32864571,10.60833246,10.68422429,8.944962669,12.4638318,14.50350156,12.93509372,17.32113961
ENSRNOG00000047387,1.225388685,1.119824382,0.878970458,3.81444209,1.375976164,6.639857678,0,0
ENSRNOG00000035654,0,0,0,0,0,0,0,0
ENSRNOG00000035453,0,0,0,0,0,0,0,0
ENSRNOG00000035572,0,0,0,0,0,0,0,0
ENSRNOG00000039076,0.998213694,0.603923408,0.077568616,0.132877195,1.214290716,1.313366374,1.901838504,0.369709595
ENSRNOG00000010994,0.264793327,0.145637324,0,0.105743875,0.76135438,0.214395685,0.356114349,0.68650274
ENSRNOG00000011174,0,0,0,0.122317418,0,0.278998359,0.308946886,0
ENSRNOG00000060169,0,0,0,0,0,0,0,0
ENSRNOG00000042605,0,0,0,0.052101354,0.173136463,0,0,0
ENSRNOG00000045732,0,0,0,0.429533259,0,0,0,0.099592313
ENSRNOG00000052154,0,0.272246004,0,0.494178732,0,0,0,0
ENSRNOG00000061043,0,0,0,0.243025396,0,0,0,0
ENSRNOG00000011234,0,0,0,0,0,0,0,0
ENSRNOG00000051757,0,0,0,0.081008465,0,0,0,0
ENSRNOG00000054409,0,0,0.272101896,0,0,0,0,0.756524575
ENSRNOG00000052260,0,0,0.184308335,0.236793976,0,0,0,0
ENSRNOG00000060271,0,0,0,0.080216852,0,0,0,0
ENSRNOG00000055538,0,0.132575823,0,0,0,0,0,0
ENSRNOG00000056833,0,0,0,0.080216852,0,0,0,0.111595296
ENSRNOG00000047498,0,0,0,0,0,0,0,0
ENSRNOG00000011282,81.67833364,41.85409024,44.82331542,30.15292066,178.4081044,153.6248951,164.4866356,144.8680349
ENSRNOG00000050623,0,0,0,0,0,0,0,0
ENSRNOG00000059492,6.488728923,4.698375795,5.87443593,2.750573022,8.499408505,7.01348882,7.851061599,9.006310371
ENSRNOG00000032996,0.098196535,0,0,0,0.130311839,0.23852089,0,0.218215005
ENSRNOG00000028807,0,0,0,0,0,0,0,0
ENSRNOG00000052406,8.49747965,10.47964902,8.014364966,8.493259206,11.53434208,9.435661026,9.926087737,12.35509303
ENSRNOG00000051578,2.234326947,3.185278242,3.416916268,2.498348036,3.2022718,2.225157924,2.704404625,2.631546458
ENSRNOG00000042347,4.346945736,4.658274943,4.227822733,3.583857083,5.64456365,5.620005341,5.091769395,6.336063978
ENSRNOG00000042826,5.812331893,2.760167672,3.7344682,2.321125318,5.079465614,3.91695167,5.100030485,4.13479811
ENSRNOG00000060256,0,0,0,0,0,0,0,0
ENSRNOG00000058436,1.490105035,0.718694027,0.881802333,0.434855852,0.53238926,0.591647077,0.770772074,0.636798434
ENSRNOG00000043341,4.785176136,3.133943674,4.874013024,3.233891466,5.519766818,4.515191902,5.742420644,6.707441241
ENSRNOG00000042547,0,0.116956257,0,0.424596095,1.175802225,0,0,0.393790296
ENSRNOG00000025949,0,0,0,0,0,0,0,0
ENSRNOG00000047128,0,0.386399787,0.090987659,0.311728778,0,0,0,0
ENSRNOG00000058030,11.78538987,9.221826784,8.044042072,6.145861161,9.620368507,11.16547197,10.89339867,12.50991082
ENSRNOG00000057250,0.25766333,0.226745279,0,0.137195396,0,0.52155682,0.462033845,0.858879671
ENSRNOG00000051570,6.157359731,3.088552727,4.068383915,1.995230184,6.770366713,4.486896388,5.252449607,7.154281445
ENSRNOG00000054919,0,0,0,0,0,0,0,0
ENSRNOG00000055824,0,0,0,0,0,0,0,0
ENSRNOG00000047884,8.924683127,10.25112867,6.712910412,5.001452293,12.89045267,10.30013557,11.0079071,11.88864659
ENSRNOG00000026569,6.959870471,6.788491435,9.143551542,7.311299248,5.823751038,8.369537123,6.040304771,7.923679615
ENSRNOG00000028767,0.070076618,0.323756185,0,0,0.371981068,0,0.094244404,0
ENSRNOG00000051875,0,0,0,0.110598384,0,0,1.117388737,0
ENSRNOG00000061533,6.762151983,6.820888925,8.605801056,5.910377639,7.732075435,7.902772819,9.78061921,9.498221945
ENSRNOG00000059824,0.554563163,0.658825536,0.103424821,0.354339187,0.735933767,1.077633948,0.298327609,0.862655721
ENSRNOG00000055124,0,0,0,0,0,0,0,0
ENSRNOG00000011675,10.43319204,8.516273022,7.880055599,4.906277995,14.6648896,12.43434709,10.35959916,10.50905369
ENSRNOG00000029458,0,0.023718402,0,0,0,0,0,0.039929785
ENSRNOG00000058286,0,0,0,0.102269823,0,0,0,0.17072968
ENSRNOG00000054736,0.036403438,0,0,0.029075057,0.434783066,0.221061273,0,0
ENSRNOG00000047616,0,0,0,0.062903125,0,0,0,0
ENSRNOG00000060529,0,0,0.187922224,0.080478998,0,0,0,0
ENSRNOG00000053825,0,0.196306001,0.184900967,0,0,0,0,0
ENSRNOG00000054778,0,0.133009077,0,0,0,0,0,0
ENSRNOG00000056653,0,0,0,0,0,0,0,0
ENSRNOG00000055843,0,0,0,0,0,0,0,0
ENSRNOG00000058214,0,0,0,0,0,0,0,0
ENSRNOG00000057219,0,0,0.385934232,0.165279017,0,0,0,0.114965623
ENSRNOG00000055529,0,0,0,0,0,0,0,0
ENSRNOG00000009146,0,0,0,0,0,0,0,0
ENSRNOG00000058087,1.431352195,0.295218406,0.417100101,0.64305366,0.356152086,0.108649264,0.120312005,0
ENSRNOG00000054954,0.175857672,0.417840682,0.295173653,0.842734454,0.093348861,0.811605872,1.513643957,1.993058035
ENSRNOG00000053260,2.613334026,2.647107662,1.692295486,4.826750426,1.541345919,4.187803498,4.979033353,4.738694883
ENSRNOG00000058538,0.077277473,0.408027845,1.008845625,1.049252505,0,0.281562253,0.727500659,0
ENSRNOG00000058909,139.6176715,155.7973806,157.0231725,201.3929742,106.2472903,115.4507081,133.3490134,126.1779516
ENSRNOG00000055179,12.41229296,7.802065981,19.29054653,6.136973587,20.39359464,19.5015594,16.8254865,10.94560887
